,Method,ARI,Purity,F-Measure,Davies-Bouldin Index,Silhouette Coefficient,Calinski,Xie-Beni,Solving Time,Iterations
99,GS-FCM_k10_m1.5_eta0.1,-0.0006741035525166899,0.9610079575596817,0.34692800277431624,1.1600644958681727,0.39180634564123207,830.7792454933413,0.5944672155540418,1.0153422355651855,36
100,GS-FCM_k10_m1.5_eta0.5,0.004998946729352427,0.9610079575596817,0.5175254632279851,1.293024126261837,0.38725778592228033,706.8011446270687,0.538559273808196,0.2653372287750244,9
101,GS-FCM_k10_m1.5_eta0.9,0.0029604881375313104,0.9610079575596817,0.49302686105052423,1.2180786690765504,0.3342674598937621,706.4254908039486,0.66360140942178,0.19587039947509766,6
102,GS-FCM_k10_m1.75_eta0.1,-0.0011511153921060842,0.9610079575596817,0.3089828689119384,1.4093507239891945,0.3762544970591703,787.177500526054,1.0427305851052477,2.2839133739471436,79
103,GS-FCM_k10_m1.75_eta0.5,0.0014486246794064043,0.9610079575596817,0.4075610085344453,1.1785020794242687,0.39526252953105684,822.5873939635253,0.4743883039501572,0.3563060760498047,12
104,GS-FCM_k10_m1.75_eta0.9,0.0056630778188069865,0.9610079575596817,0.5175254632279851,1.2140019846234165,0.3977194583804281,757.0480737104709,0.42113275832387576,0.33464479446411133,12
105,GS-FCM_k10_m2_eta0.1,-0.0004466116331703251,0.9610079575596817,0.3365278321326936,1.4817801104233181,0.3857010504530206,792.0750278723326,0.5780655058262233,1.9955668449401855,75
106,GS-FCM_k10_m2_eta0.5,-0.0008668695086207361,0.9610079575596817,0.37732566212968865,1.200313834229804,0.36990367313200373,779.7013477255462,0.3105850924110094,1.1801140308380127,41
107,GS-FCM_k10_m2_eta0.9,-0.0012712491358491105,0.9610079575596817,0.4173781319565601,1.2440585863530227,0.3616321768903874,760.341760460025,0.6728609392957171,0.23036861419677734,7
108,GS-FCM_k11_m1.05_eta0.1,-0.00044723515719981424,0.9610079575596817,0.34692800277431624,1.2444546292547516,0.37066246146076476,745.2482781605638,0.6950529423033273,0.24054479598999023,7
109,GS-FCM_k11_m1.05_eta0.5,0.001439489845500357,0.9610079575596817,0.4075610085344453,1.139179271902718,0.38295968363972127,808.8488690013796,0.6484622747440205,0.15880775451660156,4
110,GS-FCM_k11_m1.05_eta0.9,-0.0014591363010354123,0.9610079575596817,0.36732431867429666,1.1983310891845682,0.38860472020831194,747.1400834708448,0.6810213203453496,0.22832560539245605,7
111,GS-FCM_k11_m1.5_eta0.1,-0.0005252202002924284,0.9610079575596817,0.34692800277431624,1.1174387946784292,0.4050657197873531,808.4448447360763,0.5454502078269803,0.9944298267364502,33
112,GS-FCM_k11_m1.5_eta0.5,0.004837628171622841,0.9620689655172414,0.5022047044937189,1.1046062939871515,0.3808246717508449,632.8710622575098,0.42635433494530434,0.31791257858276367,10
113,GS-FCM_k11_m1.5_eta0.9,0.0010603064432938539,0.9610079575596817,0.36279879454671365,1.2223947780336888,0.3679509277149874,679.230546688161,0.7289466455584581,0.28969717025756836,9
114,GS-FCM_k11_m1.75_eta0.1,-0.0011893352461889452,0.9610079575596817,0.3089828689119384,1.3024956040299096,0.39126129612854266,770.599144017484,1.4250339785978243,4.920499563217163,164
115,GS-FCM_k11_m1.75_eta0.5,0.0013476101657770982,0.9610079575596817,0.4075610085344453,1.1729854809419853,0.41112749266082693,848.7054984933044,0.43349269670141927,0.4717073440551758,15
116,GS-FCM_k11_m1.75_eta0.9,0.0022749211275478434,0.9610079575596817,0.5206346189878575,1.3675459180298575,0.3580228318611781,594.4832608488771,0.648973967669945,0.2526895999908447,8
117,GS-FCM_k11_m2_eta0.1,-0.0004072656631497344,0.9610079575596817,0.33941053773812396,1.439681943391478,0.39598069503757766,749.3122053433393,15.417625025484059,2.080111265182495,73
118,GS-FCM_k11_m2_eta0.5,-0.0005219422369921684,0.9610079575596817,0.34692800277431624,1.1169058867140313,0.4050992669756996,808.5536827782532,0.27357150481552167,0.6460084915161133,22
119,GS-FCM_k11_m2_eta0.9,-0.0008668443694702421,0.9610079575596817,0.34977304754712285,1.2174418914222593,0.3761351937913657,752.313353219285,0.6350841409527769,0.2522237300872803,8
